"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Author: long","6214","用例 1","simple_project.cases.demos","Wed Feb 26 23:19:17 CST 2025","passed","Wed Feb 26 23:19:23 CST 2025","TestFrame","test_frame","",""
